obs,saison,mois,jour_mois,jour_semaine,horaire,jour_travail,vacances,meteo,velos,humidite,vent,temperature1,temperature2
785,2,6,8,4,1,2,1,1,217,86.43,6.9,22.08,22.29
786,2,6,8,4,2,2,1,1,1126,58.25,17.71,27.25,30
787,2,6,8,4,3,2,1,1,574,41.25,15.69,33.6,38.5
788,2,6,8,4,4,2,1,1,1326,38,22.53,35.01,40.5
789,2,6,8,4,5,2,1,1,1158,67.6,16.41,29.04,35.2
790,2,6,9,5,1,2,1,2,215,81.86,10.58,25.97,30.43
791,2,6,9,5,2,2,1,2,1008,62,14.08,29.36,34
792,2,6,9,5,3,2,1,1,512,38.5,18.91,34.77,40
793,2,6,9,5,4,2,1,1,1179,35,22.53,34.77,38.25
794,2,6,9,5,5,2,1,2,1001,49.8,18.35,28.47,30.8
795,2,6,10,6,1,2,1,1,247,71.71,18.4,23.83,25.43
796,2,6,10,6,2,2,1,1,1043,57.75,6.44,27.25,29.75
797,2,6,10,6,3,2,1,1,714,43.25,6.44,31.48,34.25
798,2,6,10,6,4,2,1,1,1477,52.75,22.93,30.54,35
799,2,6,10,6,5,2,1,1,1105,67,18.35,27.16,31.2
800,2,6,11,7,1,1,1,1,351,76.29,11.96,24.5,27
801,2,6,11,7,2,1,1,1,705,59,18.51,26.55,28.75
802,2,6,11,7,3,1,1,1,1439,55.25,17.7,29.37,33.5
803,2,6,11,7,4,1,1,2,1391,53.75,16.09,28.19,31.25
804,2,6,11,7,5,1,1,1,1080,73,21.57,23.58,25.4
805,2,6,12,1,1,1,1,1,344,86.14,20.92,21.81,21.86
806,2,6,12,1,2,1,1,1,619,69,5.23,25.13,27.75
807,2,6,12,1,3,1,1,1,1475,54,17.3,29.6,33.75
808,2,6,12,1,4,1,1,3,1218,74.75,27.76,25.61,28.75
809,2,6,12,1,5,1,1,1,804,80.2,15.13,23.02,24.2
810,2,6,13,2,1,2,1,1,199,68,34.49,19.8,21.29
811,2,6,13,2,2,2,1,1,1146,48,40.24,20.2,22.25
812,2,6,13,2,3,2,1,1,782,38.25,22.53,23.96,25.5
813,2,6,13,2,4,2,1,1,1698,37.5,41.84,24.9,26
814,2,6,13,2,5,2,1,1,1195,43.2,26.07,21.89,25
815,2,6,14,3,1,2,1,1,198,53.14,29.89,18.86,21.29
816,2,6,14,3,2,2,1,1,1174,48.25,32.99,19.96,22.25
817,2,6,14,3,3,2,1,1,680,43.25,28.57,22.08,25
818,2,6,14,3,4,2,1,1,1615,47.25,26.15,22.32,25.25
819,2,6,14,3,5,2,1,1,1224,58,27.36,20.01,22.8
820,2,6,15,4,1,2,1,1,222,64.57,29.89,16.17,16.71
821,2,6,15,4,2,2,1,1,1210,52.25,11.67,19.73,22
822,2,6,15,4,3,2,1,1,742,31.5,13.68,25.6,26.5
823,2,6,15,4,4,2,1,1,1721,28.5,10.06,27.02,27.5
824,2,6,15,4,5,2,1,1,1285,46.2,16.74,22.46,25.2
825,2,6,16,5,1,2,1,1,216,64.29,11.5,19.39,21.72
826,2,6,16,5,2,2,1,2,958,68.25,20.11,20.67,22.75
827,2,6,16,5,3,2,1,2,660,55.75,34.2,25.37,27.5
828,2,6,16,5,4,2,1,2,1050,72.75,22.13,23.02,24.25
829,2,6,16,5,5,2,1,3,883,83,29.61,20.95,21.8
830,2,6,17,6,1,2,1,1,182,94,8.74,18.05,18.72
831,2,6,17,6,2,2,1,1,1098,70.5,10.46,22.55,24
832,2,6,17,6,3,2,1,1,843,62,26.55,25.84,28
833,2,6,17,6,4,2,1,1,1600,42,20.92,27.95,29.25
834,2,6,17,6,5,2,1,1,1121,82,15.45,21.7,22.2
835,2,6,18,7,1,1,1,1,311,85.86,8.05,20.74,21
836,2,6,18,7,2,1,1,1,650,69.75,17.3,23.96,25.75
837,2,6,18,7,3,1,1,1,1485,57.25,13.68,27.48,30.25
838,2,6,18,7,4,1,1,2,1665,50.25,19.31,28.19,30.5
839,2,6,18,7,5,1,1,2,1008,59.8,10.3,26.03,28.6
840,2,6,19,1,1,1,1,2,336,73.14,9.43,23.69,25.29
841,2,6,19,1,2,1,1,2,568,71.75,12.88,23.96,25.75
842,2,6,19,1,3,1,1,2,1453,55.5,7.65,26.55,28.5
843,2,6,19,1,4,1,1,2,1433,53,5.23,27.02,28.75
844,2,6,19,1,5,1,1,1,954,73.4,18.99,24.15,26
845,2,6,20,2,1,2,1,3,73,85.57,11.96,21.68,22.15
846,2,6,20,2,2,2,1,3,577,81.75,24.14,19.26,20.5
847,2,6,20,2,3,2,1,2,610,68.25,11.27,21.61,23.75
848,2,6,20,2,4,2,1,1,1607,58.5,14.89,24.43,26.5
849,2,6,20,2,5,2,1,1,1143,71.6,23.5,22.27,24.2
850,3,6,21,3,1,2,1,3,204,83.71,15.86,20.74,21.43
851,3,6,21,3,2,2,1,2,1146,88.25,14.89,21.14,20.5
852,3,6,21,3,3,2,1,1,719,71.25,19.31,25.6,28.25
853,3,6,21,3,4,2,1,1,1613,63.5,25.75,28.66,33.5
854,3,6,21,3,5,2,1,1,1153,74.2,18.35,25.84,29.4
855,3,6,22,4,1,2,1,1,224,81,7.13,22.75,23.43
856,3,6,22,4,2,2,1,1,1088,75.5,14.08,25.84,29.5
857,3,6,22,4,3,2,1,2,625,59.25,24.95,29.37,34
858,3,6,22,4,4,2,1,2,1446,57.25,33.8,30.07,35.5
859,3,6,22,4,5,2,1,2,1124,72.6,20.92,26.97,31
860,3,6,23,5,1,2,1,1,220,75.43,20,25.71,29.72
861,3,6,23,5,2,2,1,2,1113,70,16.09,26.78,30.5
862,3,6,23,5,3,2,1,2,631,65,30.18,27.72,31.75
863,3,6,23,5,4,2,1,2,1573,63.5,38.62,26.55,29.25
864,3,6,23,5,5,2,1,1,1253,73.2,27.68,25.09,28.2
865,3,6,24,6,1,2,1,1,230,83.29,20.46,23.02,24
866,3,6,24,6,2,2,1,1,1110,65.5,23.34,26.08,28.25
867,3,6,24,6,3,2,1,1,854,39.5,30.18,29.37,30.75
868,3,6,24,6,4,2,1,1,1552,35.25,36.61,28.9,29.5
869,3,6,24,6,5,2,1,1,1245,46.4,14.16,25.28,26.8
870,3,6,25,7,1,1,1,1,363,54.14,19.54,22.48,25
871,3,6,25,7,2,1,1,1,642,48.75,26.55,24.66,26.5
872,3,6,25,7,3,1,1,1,1477,41.75,23.34,26.78,27.5
873,3,6,25,7,4,1,1,1,1508,43.75,20.92,26.78,28
874,3,6,25,7,5,1,1,1,1212,48.8,24.46,24.34,26.4
875,3,6,26,1,1,1,1,1,369,59.86,6.21,20.87,24.43
876,3,6,26,1,2,1,1,1,696,56,10.46,23.02,25.5
877,3,6,26,1,3,1,1,1,1674,41.25,11.67,26.55,27
878,3,6,26,1,4,1,1,1,1661,42.25,16.49,26.31,27.25
879,3,6,26,1,5,1,1,2,905,51,9.34,25.09,27.2
880,3,6,27,2,1,2,1,2,180,78.71,18.16,21.14,22.71
881,3,6,27,2,2,2,1,2,1045,63.75,14.89,24.2,26.25
882,3,6,27,2,3,2,1,2,642,57,8.45,25.6,27.75
883,3,6,27,2,4,2,1,1,1672,54,6.44,26.78,28.75
884,3,6,27,2,5,2,1,1,1169,66,6.44,24.71,27
885,3,6,28,3,1,2,1,1,209,76.43,4.6,23.02,24.57
886,3,6,28,3,2,2,1,1,1206,70.25,14.08,26.31,29.25
887,3,6,28,3,3,2,1,1,718,45.25,12.07,31.48,34.75
888,3,6,28,3,4,2,1,1,1510,49.75,23.34,31.24,35.75
889,3,6,28,3,5,2,1,1,1005,65.2,28.65,26.03,28.4
890,3,6,29,4,1,2,1,1,228,79.86,23.22,23.15,24.43
891,3,6,29,4,2,2,1,1,1223,47.25,31.79,25.6,27.25
892,3,6,29,4,3,2,1,1,832,33,26.96,28.66,29
893,3,6,29,4,4,2,1,1,1675,28.75,35,30.3,30.75
894,3,6,29,4,5,2,1,1,1267,40,28,25.84,26.8
895,3,6,30,5,1,2,1,1,257,58.86,19.08,20.74,23.29
896,3,6,30,5,2,2,1,1,1267,48,23.34,23.96,25.75
897,3,6,30,5,3,2,1,1,797,34,18.51,27.72,28
898,3,6,30,5,4,2,1,1,1743,26.75,26.95,28.66,28.75
899,3,6,30,5,5,2,1,1,1451,39,14.16,25.46,26.4
900,3,7,1,6,1,2,1,1,267,57.71,4.14,21.68,24.57
901,3,7,1,6,2,2,1,1,1165,41,16.1,25.6,26.5
902,3,7,1,6,3,2,1,1,1072,24.75,5.23,29.84,29.75
903,3,7,1,6,4,2,1,1,1691,20.75,18.91,30.3,29.75
904,3,7,1,6,5,2,1,1,1167,40.2,15.13,25.65,26.6
905,3,7,2,7,1,1,1,1,328,58.57,4.6,21.81,24.14
906,3,7,2,7,2,1,1,1,627,52.25,2.42,25.61,27.25
907,3,7,2,7,3,1,1,1,1527,29,8.85,30.54,31
908,3,7,2,7,4,1,1,1,1461,25.25,24.14,31.95,32
909,3,7,2,7,5,1,1,1,1176,46.2,24.78,27.16,28.6
910,3,7,3,1,1,1,1,3,333,69.14,16.1,23.56,25
911,3,7,3,1,2,1,1,1,562,77,22.53,24.43,26.5
912,3,7,3,1,3,1,1,1,1590,58,18.51,29.37,34
913,3,7,3,1,4,1,1,1,1329,51,61.96,30.54,35
914,3,7,3,1,5,1,1,2,835,82,13.52,22.83,23.6
915,3,7,4,2,1,1,2,1,380,82.43,9.43,22.21,22.43
916,3,7,4,2,2,1,2,1,640,69.5,11.27,25.37,27.75
917,3,7,4,2,3,1,2,2,1627,50.5,2.42,28.66,31
918,3,7,4,2,4,1,2,1,1714,44,6.04,30.07,32.5
919,3,7,4,2,5,1,2,2,1682,59.6,13.2,27.16,29.6
920,3,7,5,3,1,2,1,1,234,70,12.88,23.56,25.57
921,3,7,5,3,2,2,1,1,1068,59.25,12.47,26.31,28.75
922,3,7,5,3,3,2,1,1,754,45.25,12.88,29.6,32
923,3,7,5,3,4,2,1,1,1484,47.5,10.06,30.3,33.75
924,3,7,5,3,5,2,1,1,1125,63.8,18.99,28.1,32.4
925,3,7,6,4,1,2,1,1,225,78.71,10.58,24.77,27.72
926,3,7,6,4,2,2,1,2,972,77.75,10.46,25.37,29
927,3,7,6,4,3,2,1,2,582,69,12.88,26.78,30.5
928,3,7,6,4,4,2,1,1,1619,65.25,25.75,27.95,32
929,3,7,6,4,5,2,1,1,1231,77,23.5,25.28,28.4
930,3,7,7,5,1,2,1,1,217,89.71,14.94,22.48,22.29
931,3,7,7,5,2,2,1,2,1015,75,12.47,25.84,28.5
932,3,7,7,5,3,2,1,1,628,43.75,10.46,31.72,35.5
933,3,7,7,5,4,2,1,1,1562,40,27.76,32.19,34.75
934,3,7,7,5,5,2,1,1,1170,60,20.92,27.53,30.6
935,3,7,8,6,1,2,1,1,249,75.71,15.17,25.03,28
936,3,7,8,6,2,2,1,2,1168,73.25,29.77,26.31,30
937,3,7,8,6,3,2,1,2,823,68.25,31.78,28.19,33.25
938,3,7,8,6,4,2,1,3,756,79.5,36.21,24.9,27.25
939,3,7,8,6,5,2,1,2,1044,81,17.06,23.02,24
940,3,7,9,7,1,1,1,2,318,86.29,17.24,22.08,22.15
941,3,7,9,7,2,1,1,1,764,64.5,24.14,25.6,27.5
942,3,7,9,7,3,1,1,1,1445,42.25,24.54,30.07,32
943,3,7,9,7,4,1,1,1,1597,35,5.23,31.01,32
944,3,7,9,7,5,1,1,1,1212,58.2,19.64,26.78,29.4
945,3,7,10,1,1,1,1,1,435,69.43,10.12,23.56,25.43
946,3,7,10,1,2,1,1,1,594,64.25,8.45,26.31,29
947,3,7,10,1,3,1,1,1,1380,47,29.77,29.84,32.75
948,3,7,10,1,4,1,1,1,1459,39.75,28.97,31.24,33.25
949,3,7,10,1,5,1,1,1,1013,59.6,27.04,27.34,30.2
950,3,7,11,2,1,2,1,1,218,67.71,21.84,24.09,26.14
951,3,7,11,2,2,2,1,1,1062,63.5,32.19,27.48,31.25
952,3,7,11,2,3,2,1,1,551,53,30.18,31.72,37.5
953,3,7,11,2,4,2,1,1,1371,55.25,43.45,32.42,39.75
954,3,7,11,2,5,2,1,1,884,73,30.9,26.59,31
955,3,7,12,3,1,2,1,1,199,76,12.42,25.17,28.14
956,3,7,12,3,2,2,1,1,1046,55,28.97,28.66,32
957,3,7,12,3,3,2,1,1,548,46.25,26.55,32.42,37
958,3,7,12,3,4,2,1,1,1289,44.25,32.99,33.12,37.75
959,3,7,12,3,5,2,1,1,1176,45.6,15.45,30.16,32.6
960,3,7,13,4,1,2,1,1,219,57.71,12.41,27.18,29.57
961,3,7,13,4,2,2,1,1,1061,47.75,24.14,29.6,32.5
962,3,7,13,4,3,2,1,1,613,43,19.31,31.01,33.75
963,3,7,13,4,4,2,1,1,1138,85.25,7.24,23.96,25.5
964,3,7,13,4,5,2,1,1,1311,81.6,17.7,24.34,26.8
965,3,7,14,5,1,2,1,1,251,59,28.51,21.54,24.86
966,3,7,14,5,2,2,1,1,1171,48,30.98,23.02,25.5
967,3,7,14,5,3,2,1,1,726,35,29.37,26.78,27.25
968,3,7,14,5,4,2,1,1,1627,36.25,20.52,27.02,27.5
969,3,7,14,5,5,2,1,1,1309,50.6,19.96,23.58,25.4
970,3,7,15,6,1,2,1,1,298,73.71,18.16,20.47,22.86
971,3,7,15,6,2,2,1,1,1211,61.25,19.31,22.79,24.75
972,3,7,15,6,3,2,1,1,960,51.75,19.31,24.9,27
973,3,7,15,6,4,2,1,1,1681,45.75,22.53,26.07,27.5
974,3,7,15,6,5,2,1,1,1388,53.6,20.28,23.58,25.6
975,3,7,16,7,1,1,1,1,332,73.43,14.03,20.2,22.43
976,3,7,16,7,2,1,1,1,723,61.5,19.31,23.73,25.75
977,3,7,16,7,3,1,1,1,1789,45.25,29.77,27.25,28.5
978,3,7,16,7,4,1,1,1,1756,45,30.18,27.72,29
979,3,7,16,7,5,1,1,1,1323,56.6,24.78,25.28,27.4
980,3,7,17,1,1,1,1,1,411,69.57,21.84,21.95,23.86
981,3,7,17,1,2,1,1,1,656,64,22.53,24.66,26.75
982,3,7,17,1,3,1,1,1,1713,52,32.99,28.66,31.5
983,3,7,17,1,4,1,1,1,1400,46,34.6,29.84,32.5
984,3,7,17,1,5,1,1,1,1122,63,24.14,26.59,29.4
985,3,7,18,2,1,2,1,1,219,78.29,17.7,23.15,24.57
986,3,7,18,2,2,2,1,1,957,68.25,22.53,25.84,28.5
987,3,7,18,2,3,2,1,1,596,56.5,23.34,30.07,35.25
988,3,7,18,2,4,2,1,1,1532,51,35.01,31.24,36.25
989,3,7,18,2,5,2,1,1,1154,62.4,22.21,27.91,31.8
990,3,7,19,3,1,2,1,1,238,70,14.03,25.97,29.29
991,3,7,19,3,2,2,1,2,1067,64.75,16.9,28.66,33.5
992,3,7,19,3,3,2,1,1,604,54.5,10.46,31.72,38
993,3,7,19,3,4,2,1,1,1478,54.5,16.9,31.71,38
994,3,7,19,3,5,2,1,1,1154,75.2,12.55,26.78,31.4
995,3,7,20,4,1,2,1,1,209,84.43,6.44,24.5,27.15
996,3,7,20,4,2,2,1,1,1060,74.5,5.23,26.55,30.25
997,3,7,20,4,3,2,1,1,538,57.75,13.68,31.01,37.5
998,3,7,20,4,4,2,1,1,1324,56,15.69,31.71,38.5
999,3,7,20,4,5,2,1,1,1201,70.6,22.21,29.22,36.8
1000,3,7,21,5,1,2,1,2,214,82,16.78,26.51,31.57
1001,3,7,21,5,2,2,1,2,933,77.25,20.92,28.66,36.25
1002,3,7,21,5,3,2,1,1,490,56.25,34.6,33.36,43
1003,3,7,21,5,4,2,1,1,1139,49,30.18,34.77,44.25
1004,3,7,21,5,5,2,1,1,1008,71,22.85,30.92,42
1005,3,7,22,6,1,2,1,1,233,72.71,10.35,28.53,35
1006,3,7,22,6,2,2,1,2,897,61.25,12.07,31.95,41.25
1007,3,7,22,6,3,2,1,1,448,49.25,19.72,35.94,47.25
1008,3,7,22,6,4,2,1,1,905,43.5,23.34,34.54,41.5
1009,3,7,22,6,5,2,1,1,904,53.6,10.3,31.1,36.6
1010,3,7,23,7,1,1,1,1,295,58,8.74,29.33,33.71
1011,3,7,23,7,2,1,1,1,484,47.75,20.12,31.25,35.25
1012,3,7,23,7,3,1,1,1,932,38.5,12.47,35.24,41
1013,3,7,23,7,4,1,1,1,829,38.5,13.28,35.94,42
1014,3,7,23,7,5,1,1,1,745,59,18.99,30.16,36.2
1015,3,7,24,1,1,1,1,1,348,63.71,10.35,29.2,35
1016,3,7,24,1,2,1,1,1,519,55.25,30.58,30.78,36.25
1017,3,7,24,1,3,1,1,1,1024,48.75,24.95,32.66,38.25
1018,3,7,24,1,4,1,1,1,979,41.25,20.92,34.06,39.25
1019,3,7,24,1,5,1,1,1,736,59,11.91,29.98,35
1020,3,7,25,2,1,2,1,2,193,79.29,6.9,26.65,31.43
1021,3,7,25,2,2,2,1,2,883,69.75,0,28.66,34.5
1022,3,7,25,2,3,2,1,2,342,67.75,19.31,28.89,34.75
1023,3,7,25,2,4,2,1,1,1328,79,18.91,25.6,29.25
1024,3,7,25,2,5,2,1,1,1094,79.2,6.76,25.46,28.8
1025,3,7,26,3,1,2,1,1,194,85.14,14.26,24.09,26.14
1026,3,7,26,3,2,2,1,1,1067,48,24.95,27.48,29.25
1027,3,7,26,3,3,2,1,1,627,30,15.69,31.48,32
1028,3,7,26,3,4,2,1,1,1500,34.75,36.62,32.42,33.75
1029,3,7,26,3,5,2,1,1,1202,50.2,21.89,28.85,31.4
1030,3,7,27,4,1,2,1,1,210,52.86,23.45,26.65,28.86
1031,3,7,27,4,2,2,1,1,1110,39.5,20.52,27.25,28.25
1032,3,7,27,4,3,2,1,1,612,29.75,23.34,30.77,31.25
1033,3,7,27,4,4,2,1,1,1521,26.25,20.12,31.71,31.75
1034,3,7,27,4,5,2,1,1,1203,43,10.95,27.34,28.6
1035,3,7,28,5,1,2,1,1,235,58,8.28,25.3,27.43
1036,3,7,28,5,2,2,1,1,1087,62.5,21.73,27.72,31.5
1037,3,7,28,5,3,2,1,1,630,51.25,28.16,31.71,37
1038,3,7,28,5,4,2,1,1,1353,51.5,20.92,31.95,37.5
1039,3,7,28,5,5,2,1,1,1085,66.6,24.14,28.85,34.4
1040,3,7,29,6,1,2,1,1,238,81.14,6.67,26.38,31
1041,3,7,29,6,2,2,1,2,923,61.25,16.9,30.3,35.75
1042,3,7,29,6,3,2,1,1,600,33,21.73,36.42,40.75
1043,3,7,29,6,4,2,1,1,1185,31.75,34.2,36.65,41
1044,3,7,29,6,5,2,1,1,900,46,22.53,31.1,34.8
1045,3,7,30,7,1,1,1,1,355,61.86,20,26.78,29.43
1046,3,7,30,7,2,1,1,1,591,53,27.36,29.37,33
1047,3,7,30,7,3,1,1,1,1271,31.5,9.66,32.66,33.75
1048,3,7,30,7,4,1,1,1,1205,28.75,17.7,34.06,35.75
1049,3,7,30,7,5,1,1,1,1053,46.4,15.45,28.66,30.8
1050,3,7,31,1,1,1,1,1,343,65.43,4.14,26.65,29.57
1051,3,7,31,1,2,1,1,1,624,49.5,14.08,28.89,31.25
1052,3,7,31,1,3,1,1,1,1233,25.25,17.7,33.83,34.5
1053,3,7,31,1,4,1,1,1,1223,23,27.76,34.53,35.25
1054,3,7,31,1,5,1,1,1,879,61,31.87,28.28,32.2
1055,3,8,1,2,1,2,1,1,191,78,15.63,24.36,26.72
1056,3,8,1,2,2,2,1,1,927,45.5,9.66,29.84,32
1057,3,8,1,2,3,2,1,1,560,31.25,24.54,34.3,36.75
1058,3,8,1,2,4,2,1,1,1417,35.5,13.28,31.25,32.75
1059,3,8,1,2,5,2,1,1,1171,65.4,21.24,25.28,27.4
1060,3,8,2,3,1,2,1,1,202,72.57,9.89,23.29,25.29
1061,3,8,2,3,2,2,1,1,1123,50.25,31.38,27.95,29.75
1062,3,8,2,3,3,2,1,1,647,29.25,32.59,32.66,33.25
1063,3,8,2,3,4,2,1,1,1554,27.75,24.14,33.83,35
1064,3,8,2,3,5,2,1,2,1319,48.4,22.21,30.16,33.4
1065,3,8,3,4,1,2,1,2,215,54,20.46,27.99,30.57
1066,3,8,3,4,2,2,1,2,971,53.75,18.11,26.78,28.5
1067,3,8,3,4,3,2,1,2,574,57.25,18.51,27.48,30.25
1068,3,8,3,4,4,2,1,2,1185,80.25,3.62,24.66,27.5
1069,3,8,3,4,5,2,1,3,629,87,9.34,24.34,26.8
1070,3,8,4,5,1,2,1,2,168,91.14,10.12,23.56,24.72
1071,3,8,4,5,2,2,1,2,980,79,34.6,25.13,27.75
1072,3,8,4,5,3,2,1,2,726,60.25,16.5,27.95,31.5
1073,3,8,4,5,4,2,1,1,1533,63.25,32.59,27.48,31
1074,3,8,4,5,5,2,1,1,1169,74,20.92,24.34,27
1075,3,8,5,6,1,2,1,1,222,76.14,9.89,22.35,23.57
1076,3,8,5,6,2,2,1,1,1113,64,16.09,25.13,27
1077,3,8,5,6,3,2,1,1,812,52,27.36,28.19,30.5
1078,3,8,5,6,4,2,1,1,1556,51.25,28.56,28.42,31
1079,3,8,5,6,5,2,1,1,1163,62.4,24.14,25.28,27.4
1080,3,8,6,7,1,1,1,1,338,81.86,17.01,22.75,23.43
1081,3,8,6,7,2,1,1,1,689,76.5,22.53,25.37,28
1082,3,8,6,7,3,1,1,1,1552,57,27.76,29.6,34.25
1083,3,8,6,7,4,1,1,3,1065,72.5,27.76,27.72,32.25
1084,3,8,6,7,5,1,1,3,650,83,31.87,25.28,29
1085,3,8,7,1,1,1,1,2,275,85.43,21.38,24.9,28
1086,3,8,7,1,2,1,1,1,578,76,16.9,27.02,32
1087,3,8,7,1,3,1,1,1,1285,48.5,21.32,32.89,39
1088,3,8,7,1,4,1,1,3,942,74,35.81,26.07,30.25
1089,3,8,7,1,5,1,1,1,705,83,15.13,25.46,29.6
1090,3,8,8,2,1,2,1,1,170,81.86,11.04,23.96,25.43
1091,3,8,8,2,2,2,1,1,923,56.75,37.82,27.48,30.25
1092,3,8,8,2,3,2,1,1,662,45.25,32.59,30.77,33.5
1093,3,8,8,2,4,2,1,1,1464,40,23.74,31.95,34.5
1094,3,8,8,2,5,2,1,1,1107,56,8.69,28.47,31.8
1095,3,8,9,3,1,2,1,1,202,68.57,3.45,25.57,28.57
1096,3,8,9,3,2,2,1,1,1054,65.25,12.47,27.72,32
1097,3,8,9,3,3,2,1,1,657,52,23.34,31.01,35.75
1098,3,8,9,3,4,2,1,1,1566,47,25.35,31.01,34.5
1099,3,8,9,3,5,2,1,1,1123,46.4,24.46,28.85,30.8
1100,3,8,10,4,1,2,1,1,225,56.14,14.94,25.17,27.14
1101,3,8,10,4,2,2,1,1,997,50,19.72,27.25,29
1102,3,8,10,4,3,2,1,1,758,37.75,35.01,30.54,31.75
1103,3,8,10,4,4,2,1,1,1619,27.5,32.99,31.71,32
1104,3,8,10,4,5,2,1,1,1181,32.8,12.55,27.72,28
1105,3,8,11,5,1,2,1,1,228,54.86,15.86,22.89,25.14
1106,3,8,11,5,2,2,1,1,1026,43.75,20.92,25.13,26.25
1107,3,8,11,5,3,2,1,1,760,31.5,19.71,28.42,28.75
1108,3,8,11,5,4,2,1,1,1629,28.5,22.53,29.37,29.75
1109,3,8,11,5,5,2,1,1,1149,43.6,12.55,25.09,26.6
1110,3,8,12,6,1,2,1,1,219,53.57,16.32,21.27,25
1111,3,8,12,6,2,2,1,1,1025,37.5,16.9,24.66,26.25
1112,3,8,12,6,3,2,1,1,817,28.5,7.64,28.9,29.25
1113,3,8,12,6,4,2,1,1,1564,30.75,12.47,29.6,30.25
1114,3,8,12,6,5,2,1,1,1280,46.8,12.55,25.09,26.8
1115,3,8,13,7,1,1,1,1,312,64.14,10.12,23.02,25
1116,3,8,13,7,2,1,1,2,630,71.75,20.12,24.66,27.5
1117,3,8,13,7,3,1,1,2,1147,75.75,25.35,25.84,28.5
1118,3,8,13,7,4,1,1,2,1200,75.25,30.18,24.9,28
1119,3,8,13,7,5,1,1,2,861,82.2,34.77,23.77,25.6
1120,3,8,14,1,1,1,1,3,271,91,22.53,22.21,21.72
1121,3,8,14,1,2,1,1,2,351,86.5,26.55,23.49,24.25
1122,3,8,14,1,3,1,1,1,1226,75.5,23.33,25.6,29
1123,3,8,14,1,4,1,1,1,1299,65,17.7,27.02,30.25
1124,3,8,14,1,5,1,1,3,673,83.4,29.61,22.27,23.8
1125,3,8,15,2,1,2,1,2,157,85.86,15.4,20.2,20.43
1126,3,8,15,2,2,2,1,1,976,78.25,32.19,22.08,23
1127,3,8,15,2,3,2,1,1,675,56.75,24.54,27.02,29.5
1128,3,8,15,2,4,2,1,1,1478,56.5,29.77,26.31,28.25
1129,3,8,15,2,5,2,1,1,1052,68.4,17.38,23.21,25.2
1130,3,8,16,3,1,2,1,1,211,71.29,25.06,21.54,23.43
1131,3,8,16,3,2,2,1,1,1096,61.5,37.02,23.96,26
1132,3,8,16,3,3,2,1,1,686,48,34.2,27.48,28.75
1133,3,8,16,3,4,2,1,1,1632,43,28.97,28.66,30
1134,3,8,16,3,5,2,1,1,1100,55.8,7.08,25.46,27.2
1135,3,8,17,4,1,2,1,1,187,73.29,3.91,22.21,24
1136,3,8,17,4,2,2,1,1,1122,52.5,11.67,25.6,27.25
1137,3,8,17,4,3,2,1,1,685,40.75,20.12,29.6,31.25
1138,3,8,17,4,4,2,1,1,1567,47.5,22.53,29.37,32
1139,3,8,17,4,5,2,1,1,1133,61,25.43,26.03,28.4
1140,3,8,18,5,1,2,1,1,231,70.43,24.14,22.75,24.43
1141,3,8,18,5,2,2,1,1,1085,71,29.37,24.43,26.75
1142,3,8,18,5,3,2,1,1,683,52,32.99,29.37,32.75
1143,3,8,18,5,4,2,1,1,1102,48.25,34.2,29.13,31.5
1144,3,8,18,5,5,2,1,2,704,78.6,9.66,23.96,26
1145,3,8,19,6,1,2,1,1,211,81.14,2.99,22.35,22.72
1146,3,8,19,6,2,2,1,2,1044,73.25,8.45,24.2,26
1147,3,8,19,6,3,2,1,2,839,61.25,15.29,27.25,30.25
1148,3,8,19,6,4,2,1,1,1501,53.5,30.98,28.66,32
1149,3,8,19,6,5,2,1,3,558,83,24.14,20.76,21.4
1150,3,8,20,7,1,1,1,1,334,83,2.07,20.6,21.43
1151,3,8,20,7,2,1,1,1,673,69.75,2.82,23.73,25.75
1152,3,8,20,7,3,1,1,1,1500,55,12.47,27.48,30
1153,3,8,20,7,4,1,1,1,1540,49,22.53,29.13,32
1154,3,8,20,7,5,1,1,1,1144,68.4,20.92,25.84,28.6
1155,3,8,21,1,1,1,1,1,303,82.29,25.29,23.69,25.14
1156,3,8,21,1,2,1,1,1,628,77.5,26.96,25.37,28.75
1157,3,8,21,1,3,1,1,1,1232,65,37.02,28.66,34
1158,3,8,21,1,4,1,1,1,907,80.25,22.53,25.6,29.5
1159,3,8,21,1,5,1,1,1,803,76.2,24.14,25.09,28.2
1160,3,8,22,2,1,2,1,1,222,68.43,20.69,23.96,26
1161,3,8,22,2,2,2,1,1,940,56,32.19,23.73,25.75
1162,3,8,22,2,3,2,1,1,768,32.25,42.25,26.55,27
1163,3,8,22,2,4,2,1,1,1719,28.75,35.41,26.55,27
1164,3,8,22,2,5,2,1,1,1109,36.2,26.39,22.64,25.2
1165,3,8,23,3,1,2,1,1,221,52.57,21.84,18.32,19.57
1166,3,8,23,3,2,2,1,2,1221,45,5.23,22.32,25.25
1167,3,8,23,3,3,2,1,1,1308,33.25,10.46,25.37,26.5
1168,3,8,23,3,4,2,1,1,2036,33.5,20.92,25.84,27
1169,3,8,23,3,5,2,1,1,1109,55.6,16.09,21.7,24.8
1170,3,8,24,4,1,2,1,1,211,67.43,11.04,19.26,20.86
1171,3,8,24,4,2,2,1,1,1135,65,20.52,22.08,24.75
1172,3,8,24,4,3,2,1,1,860,51.25,39.43,27.02,28.75
